Date,Value
2010-01-31,100.0
2010-02-28,123.77590915067739
2010-03-31,140.6691511936791
2010-04-30,138.76979577557697
2010-05-31,141.43927288169735
2010-06-30,158.888708578022
2010-07-31,169.4268680597344
2010-08-31,187.9896087842623
2010-09-30,195.39579176429743
2010-10-31,218.14364912627266
2010-11-30,265.6825463518417
2010-12-31,277.11709823528497
2011-01-31,226.64545988015038
2011-02-28,227.77942765631659
2011-03-31,252.9884451130926
2011-04-30,254.37474074555868
2011-05-31,241.51208430225205
2011-06-30,236.7673701930789
2011-07-31,244.44197676822367
2011-08-31,217.4365063218421
2011-09-30,168.90406341318538
2011-10-31,181.79850406871577
2011-11-30,171.55596715159606
2011-12-31,172.09537559486367
2012-01-31,186.5233523685789
2012-02-29,206.44470608425652
2012-03-31,204.16101384126844
2012-04-30,200.45759171805622
2012-05-31,182.48710615325209
2012-06-30,181.18223837407228
2012-07-31,193.00837189728946
2012-08-31,196.25683196284743
2012-09-30,201.09903849979617
2012-10-31,197.55463943167462
2012-11-30,192.12598645281884
2012-12-31,191.7514846613716
2013-01-31,206.59711446366177
2013-02-28,214.1235595417354
2013-03-31,215.00878379353696
2013-04-30,215.19665941012266
2013-05-31,203.61656651304747
2013-06-30,169.04973546928917
2013-07-31,168.01079409706875
2013-08-31,149.51164708430886
2013-09-30,166.92114254858566
2013-10-31,175.8321681220205
2013-11-30,165.5107495128121
2013-12-31,153.562791139762
2014-01-31,152.2390905514828
2014-02-28,157.89258995650772
2014-03-31,163.91576166908183
2014-04-30,171.08945743171734
2014-05-31,175.0911819723782
2014-06-30,186.0626928637724
2014-07-31,183.0601687378158
2014-08-31,189.7840452055638
2014-09-30,196.60663212049784
2014-10-31,193.2590497225164
2014-11-30,183.98621893488553
2014-12-31,169.23361625516682
2015-01-31,180.3152799259442
2015-02-28,194.67012495827245
2015-03-31,187.57965296231117
2015-04-30,185.42321599688952
2015-05-31,181.99670639899966
2015-06-30,184.58011218803676
2015-07-31,175.790020114721
2015-08-31,162.0991652026747
2015-09-30,165.745175000995
2015-10-31,168.25899873799523
2015-11-30,162.84949245821207
2015-12-31,149.96310818976076
2016-01-31,148.3602131054776
2016-02-29,149.09417295848118
2016-03-31,155.62270300600974
2016-04-30,172.3853373046349
2016-05-31,183.75676746842598
2016-06-30,174.7446790655305
2016-07-31,190.34082715623282
2016-08-31,194.5421126546685
2016-09-30,179.4905517347814
2016-10-31,184.96022885872853
2016-11-30,202.17064424421648
2016-12-31,216.9277432623414
2017-01-31,233.09185335259798
2017-02-28,231.70496736959927
2017-03-31,230.31231180107613
2017-04-30,228.72520534606102
2017-05-31,232.74266897878476
2017-06-30,235.92251759101782
2017-07-31,231.13526825832764
2017-08-31,230.08956884612127
2017-09-30,247.58987285968547
2017-10-31,259.9995948074097
2017-11-30,257.8709420461882
2017-12-31,263.67086324015975
2018-01-31,271.0213176628719
2018-02-28,262.40993525386693
2018-03-31,264.436128017636
2018-04-30,277.41273195950356
2018-05-31,267.3246775634536
2018-06-30,248.00233347985306
2018-07-31,264.5752717131858
2018-08-31,263.06393444632164
2018-09-30,263.25203194588795
2018-10-31,246.0299241687287
2018-11-30,236.69468744755963
2018-12-31,228.54953926951035
2019-01-31,220.1316702557392
2019-02-28,230.0843154584301
2019-03-31,219.28790311621938
2019-04-30,209.5759565194759
2019-05-31,203.39831071886624
2019-06-30,207.6100959374538
2019-07-31,196.19421720107195
2019-08-31,175.88670501060932
2019-09-30,168.933765852576
2019-10-31,153.1083216873356
2019-11-30,171.63464676595726
2019-12-31,170.15782787077038
2020-01-31,151.36397432280503
2020-02-29,139.8378013066923
2020-03-31,118.67792944244913
2020-04-30,143.7367347060721
2020-05-31,158.5240185821482
2020-06-30,158.85167817078076
2020-07-31,166.6407534006567
2020-08-31,161.0763128717366
2020-09-30,152.66125320428148
2020-10-31,154.89042889275072
2020-11-30,185.52820342034252
2020-12-31,199.34718302483648
2021-01-31,206.2319784892481
2021-02-28,216.62456886081918
2021-03-31,250.85699205185716
2021-04-30,275.2317346567095
2021-05-31,267.46896396487836
2021-06-30,260.24237233453744
2021-07-31,261.18352908147676
2021-08-31,282.18117240262734
2021-09-30,280.53666905136834
2021-10-31,277.4690878510763
2021-11-30,288.4658281087064
2021-12-31,338.80740420560716
2022-01-31,337.9934159834295
2022-02-28,339.0972051886539
2022-03-31,343.2189340482021
2022-04-30,329.8219675625941
2022-05-31,337.3521768923701
2022-06-30,321.68473063938046
2022-07-31,306.3140733461626
2022-08-31,316.36144306058134
2022-09-30,304.30340034007196
2022-10-31,318.6964410209347
2022-11-30,314.6528345007393
2022-12-31,307.8894642114004
2023-01-31,305.7974403558951
2023-02-28,277.5867098028044
2023-03-31,260.3385986595819
2023-04-30,236.38583523919726
2023-05-31,244.15128212893796
2023-06-30,224.40125051262262
2023-07-31,230.05092184865012
2023-08-31,238.95626196612878
2023-09-30,213.59845783057457
2023-10-31,184.78310998076034
2023-11-30,197.29407782953666
2023-12-31,202.88851054728033
2024-01-31,194.5720819771225
2024-02-29,191.17314238740505
2024-03-31,188.202828105001
2024-04-30,187.36353639299497
2024-05-31,153.01822436097805
2024-06-30,133.07591500418468
2024-07-31,123.60276440044153
2024-08-31,121.0715778627677
2024-09-30,144.1448263435152
2024-10-31,143.14001368418303
2024-11-30,134.20210214711693
2024-12-31,129.8078957634432
2025-01-31,123.17298014864922
2025-02-28,112.992144348002
2025-03-31,111.9734654072411
2025-04-30,110.43411970951627
2025-05-31,115.4882360301985
2025-06-30,112.1140326487502
2025-07-31,122.49100376373157
